,patient_score,patient_online,educate,articleCount,spaceRepliedCount,totaldiagnosis,openSpaceTime,hot_num,hospitalName,keshi,good_at,introduction,doctor_title,doctor_id,doctorName,disease
0,0,0,教授,,,,,3.4,吉林大学中日联谊医院,心血管外科,危重心脏病患者的围手术期管理,林柏松，男，主任医师，教授，硕导。1969年6月15日出生。1992年6月毕业于白求恩医科大学临床医学专业，分配在白求恩医科大学中日联谊医院心血管外科工作。 从事心血管外科工作14年。具体如下： 1992.7～1995.7工作于白求恩医科大学中日联谊医院心血管外科主任医师。 1995.8～1998.6就读于白求恩医科大学，心血管外科学专业，攻读医学硕士。 1998.7～2000.7工作于白求恩医科大学，中日联谊医院心血管外科，任主治医师。 2000.8～2003.6就读于吉林大学白求恩医学部，心血管外科学专业，攻读医学博士。 2002.7～2003.4进修于中国医学科学院、中国协和医科大学阜外心血管病医院，心血管外科，进修医师。 2003.8～2004.7就职于吉林大学中日联谊医院，心血管外科，任主治医师。 2004.8～今进入吉林大学基础医学院病理生物教育部重点实验室、李玉林教授博士后流动站，病理生物学专业，进行博士后研究。 2004.12晋升为副教授、副主任医师及硕士研究生导师。 2006.1~今受中国教育部、国家留学基金委公派到德国心脏病中心临床培训17个月。 在14年的心血管外科临床工作及学习中，积极进取，掌握心血管外科常见病、疑难病的诊断及治疗原则，精通危重心脏病患者的围手术期管理。在阜外医院近一年的进修中，业务能力、科研能力有长足进步。完成硕士课题、博士课题、省医药管理局课题等科研课题过程中，科研能力明显提高，以第一、二作者在中国核心期刊发表多篇专著。,主任医师,137724,林柏松,gaoxueya
0,0,0,教授,,,,,3.4,广州医科大学附属第一医院,心血管内科,心内科及内科疾病诊治，气促、喘息、咳嗽、胸闷、心悸、水肿的心衰；高血压病、冠心病、肺心病、高脂血症、心律失常，继发于其他疾病所致的心血管疾病等,曾昭华，男，主任医师，教授，硕士研究生导师，1987年毕业于广州医学院，获湖南医科大学心内科硕士学位，曾在加拿大McMastar大学医学院进修，擅长心内科及内科疾病诊治有丰富经验，尤其专长于气促、喘息、咳嗽、胸闷、心悸、水肿的心衰；高血压病、冠心病、肺心病、高脂血症、心律失常，继发于其他疾病所致的心血管疾病等。,主任医师,93926,曾昭华,gaoxueya
0,0,0,教授,,,,,3.4,南昌大学第二附属医院,心内科,心内科疾病的诊治,苏海，男，主任医师，教授，1963年入学北京医学院，1969年毕业。毕业后从事内科临床工作。1982年获第三军医大学医学硕士学位，后在江西医学院第二附属医院心内科工作至今。1987先后以访问学者身份到日本知名的顺天堂大学医学部、九州大学医学部先后研修3年，获得九州大学医学博士学位。 南昌大学第二临床学院内科教授、主任医师。硕士和博士研究生导师，心血管病研究所副所长，临床药理研究所副所长。 中华医学会江西分会理事；心血管病专业委员会副主任委员；江西老年医学专业委员会常委；中国保健医学会心脏学会委员；中国心血管病康复委员会委员。 中华高血压杂志，国际心血管病杂志，国外医学老年病分册，江西医药等杂志编委。 在国内外杂志学术发表论文140余篇。其中国家级100篇，核心期刊80篇。其中“中华心血管病杂志”发表论文10篇。主编心血管病、心电图和超声心电图专著8部，参编3部。主编科普著作4部。 92年来承担30项。国家自然科学基金2项，国家重大科技专项子课题项目2项、国家中医药管理局课题1项、中华医学会课题1项、省级自然科学基金和科技厅重大项目等课题13项。厅局级8项 获省自然科学奖1项；省科技进步二等奖1项、三等奖4项；江西省教学成果奖二等奖1项。 享受国务院特殊津贴，江西省“第二届省级教学名师奖”，江西省卫生系统高层次人才,主任医师,86848,苏海,gaoxueya
0,0,22,副教授,56篇,22位,0位,2017-05-08 14:31,3.4,中国医学科学院阜外医院,心血管内科,心内科常见病的诊断及治疗，及心脏病预防,,副主任医师,85528,杨进刚,gaoxueya
0,8,639,副教授,9篇,639位,313位,2010-05-31 23:03,3.5,中国医学科学院阜外医院,心血管内科,冠心病，介入治疗，复杂介入病变，无支架置入介入治疗,"毛懿,男,46岁,主任医师,冠心病介入培训导师，中国医师协会心脏重症专家委员会委员，海医会心脏重症专家委员会常委，中华医学会医疗事故鉴定专家，就职于北京阜外心血管病医院血栓中心副主任医师,兼阜外医院长春通源医院心脏中心主任主要从事冠心病介入和心力衰竭方面研究。现有专利3项,科研基金2项;已发表核心期刊学术论著6篇，其它论文10余篇；主编《院前急救手册》，参与撰写专业书籍4册；多次受邀在长城会、国家心血管病论坛（中国心脏病大会）、中华心血管年会、心血管病交叉学科高峰论坛等会议上做报告。 个人视频：http://news.cntv.cn/2014/02/04/VIDE1391512501451947.shtml?ptag=vsogou",主任医师,85046,毛懿,gaoxueya
0,0,174,教授,0篇,174位,166位,2016-11-01 16:16,3.4,山西医科大学第一医院,心血管内科,冠心病，高血压，高脂血症，心力衰竭及疑难重症的诊治,陈还珍，主任医师，教授，博士，毕业于山西医科大学。擅长冠心病、高血压、心力衰竭、高脂血症及疑难疾病的诊治。,主任医师,80439,陈还珍,gaoxueya
0,1,28,教授,0篇,28位,4位,2011-08-18 18:03,3.5,山西医科大学第一医院,神经内科,脑血管病的急救、头痛、头晕及重症肌无力的诊治,"牛争平，男，1963年10月5日生，主任医师，教授，硕士生导师。神经病学硕士。现任山医科大学第一医院急诊科副主任;兼任中华医学会山西分会神经电生理专业委员会副主任委员；中国心理卫生协会山西分会癫痫防治专业委员会副主任委员；(中西医结合心脑血管病杂志》副主编;第一临床医学院本科生导师专家委员会主任委员。2001年受外交部派遣赴日本岩手县立中央病院脑神经中心研修学习。近年来，对脑血管病的急救、头痛、头晕及重症肌无力的诊治颇有研究，完成省级科研项目3项，其中“山西省天然药物抗癫痫作用研究”，获省科学技术进步二等奖。目前，尚有1项省级科研正在进行中。03年在杭击“非典”战役中，因成绩突出被省人事厅、卫生厅授予“二等功”，多次被评为院先进个人、优秀党员。在国内学术期刊发表论文30余篇;副主编专著2本，其中《急诊医学》为本科生教材;参编《药物不良反应知识读本》,获2009年省教委科技进步二等奖。",主任医师,80415,牛争平,gaoxueya
0,1,302,教授,2篇,302位,7位,2011-05-06 10:35,3.4,吉林大学中日联谊医院,心内科,心血管疾病的介入治疗，尤其是冠心病支架植入术、先心病的介入封堵术、主动脉夹层大支架植入术及心脏瓣膜病的介入治疗为专长。,张文琪，男，主任医师，教授，博士研究生导师，吉林大学中日联谊医院心血管内科副主任。毕业于白求恩医科大学临床医学系，主要从事心血管疾病的介入治疗工作，尤其是在冠心病、结构性心脏病如先心病及瓣膜病及大血管疾病等诊断和介入治疗方面，有较深造诣。主要社会兼职：中国医师协会心血管分会血栓专业学组委员，中国医师协会腔内血管专委会药物专家委员会副主任委员，吉林省医师协会高血压专业委员会副主任委员，吉林省健康管理学会心血管病专业委员会副主任委员，吉林省心律失常及先心病介入治疗质控中心副主任，吉林省预防医学会心脏病预防及控制专业委员会副主任委员，中国医疗保健国际交流促进会胸痛分会委员，吉林省康复医学会心血管病专业委员会常务委员，中国胸痛中心培训讲师等。,主任医师,78353,张文琪,gaoxueya
0,0,0,教授,,,,,3.4,山西医科大学第一医院,心血管内科,心脏病临床治疗,肖传实，男，主任医师，教授，科主任，1955年生，中共党员，1981年毕业于山西医科大学医疗系，现任该校第一医院院长，硕士研究生导师，多年来致力于党的医学教育和医疗卫生事业，潜心于医学科技研究，注重运用和实践现代管理科学，成为山西卫生系统优秀青年医学专家和医院管理工作者，为山西医学科技进步和医疗卫生事业发展做出了突出贡献。从医20多年来，曾成功救治了许多急危重症患者，1987年抢救成功一例心脏骤停15分钟的病人，在省内医学界引起轰动，山西日报作了长篇报道。1990年至1992年在荷兰留学期间，完成了“急性心肌梗塞院外溶栓治疗的研究”、“模拟PTCA在体猪心脏灌注的心肌保护研究”两项需实践能力强、风险较大的课题，论文在欧洲心脏会议上宣读后引起国外专家重视。1993年回国后开展了肌钙蛋白T检测心肌损伤等一系列新工作，利用申请到的科研基金，建立了省内领先的心血管专业实验室，使医疗和科研工作迈上一个新台阶。曾获省科技进步二等奖三项，目前承担国家“863计划”子课题2项，省级课题4项，其中多项填补了国内心脏病临床治疗方面的空白，缩短了山西与国际国内医学水平的差距，产生了巨大的社会和经济效益。先后在各级学术杂志发表学术论文40余篇，出版医学专著4部。肖传实同志带领党政一班人以高度的政治责任感推进医院文化建设和精神文明建设不断向更高的层次发展。支持和组织职工大力开展多种形式的理想信念、形势政策等教育，确保了职工队伍的高度稳定和强烈的创新意识。医院先后被国家卫生部授予“全国三级甲等医院”、“全国卫生文化建设先进单位”、“全国百姓放心医院”等称号，肖传实本人也多次受到全国、省、卫生厅以及医科大学的表彰。2001年荣获“山西省优秀科技工作者”，2002年荣获“山西省优秀青年专家”称号。2003年荣获“全国优秀管理院长”，“全国抗击非典优秀科技工作者”，“山西省五一劳动奖章”，2004年荣获“山西省劳动模范”称号，“全国百姓放心示范医院优秀管理者”，2005年荣获“全国百姓放心示范医院优秀管理者”，2006年荣获“全国医院文化建设先进工作者”，“2006年度中国医院优秀院长”。,主任医师,145776,肖传实,gaoxueya
0,1,0,,,,,,3.4,天津市胸科医院,心血管内科,冠脉介入、心律失常射频消融、永久起搏器植入术,"程爱娟，女，主任医师，博士，硕士毕业于河北医科大学，博士毕业于天津医科大学，现任心内科六病区主诊。在心血管领域从事临床工作20余年,积累了丰富的临床和科研工作经验,能独立完成心内科常见病、多发病以及疑难病、危重病患的诊断和治疗工作。每年完成房颤、房速、阵发室上性心动过速等各种心律失常射频消融手术200余例；安置起搏器50多例。同时有多年的冠脉介入治疗经验，能够完成冠状动脉多支病变、分叉病变、完全闭塞等复杂病变的介入手术治疗，每年指导或独立完成冠脉介入手术1000多例。在国内核心及专业刊物上发表学术论文10余篇,参加或承担科研课题4项，获天津市科学技术成果2项。",主任医师,273753,程爱娟,gaoxueya
